"ZIONTRACKINGKEY","BANK","ACCOUNT","TRANSACTIONTYPE","DATESTAMP","BRANCHID"
"60250.0","018","1357072068","1510","123811","05446"
"60251.0","013","0672997312","1510","123811","62805"
"60252.0","018","1002021977","1750","123811","20020"
"60253.0","018","6449139938","1510","123811","73265"
"60255.0","018","2482929252","1750","123811","89423"
"60256.0","013","4353981092","1750","123811","47782"
"60254.0","018","5982830605","1750","123811","90844"
"60257.0","013","6244239153","1510","123811","68725"
"60258.0","018","2897756638","1010","123811","12991"
"60259.0","013","5152651415","1010","123811","08841"
"60260.0","001","8994314887","1750","123811","84666"
"60261.0","001","3871697604","1510","123811","92461"
"60262.0","013","0181528121","1510","123811","17682"
"60263.0","001","7008111277","1750","123811","25620"
"60264.0","013","6055905755","1010","123811","25791"
"60266.0","018","6414313288","1510","123811","86111"
"60267.0","013","9814434444","1510","123811","69911"
"60268.0","018","6588775749","1010","123811","20236"
"60269.0","013","2752605858","1750","123811","70635"
"60265.0","001","8598664176","1510","123811","19183"
"60270.0","018","2520084459","1010","123811","51169"
"60271.0","013","1293932736","1010","123811","65138"
"60273.0","013","4565979771","1510","123811","21179"
"60272.0","001","3555285715","1750","123811","06784"
"60274.0","013","6222073458","1010","123811","98023"
"60276.0","013","7584380417","1010","123811","70499"
"60277.0","018","1317367412","1010","123811","11262"
"60275.0","013","6620183901","1750","123811","72317"
"60278.0","001","9441345072","1510","123811","51606"
"60279.0","013","7023416401","1010","123811","54065"
"60280.0","018","5821822281","1010","123811","63254"
"60281.0","018","3027409625","1010","123811","30077"
"60282.0","018","6031580964","1510","123811","39881"
"60284.0","001","9068964322","1510","123811","71023"
"60283.0","013","8792847793","1510","123811","64859"
"60285.0","001","7854638094","1010","123811","05020"
"60286.0","013","6718542255","1010","123811","47768"
"60287.0","013","7839423683","1510","123811","45554"
"60288.0","018","7490786814","1010","123811","20613"
"60289.0","001","6861600223","1750","123811","72209"
"60290.0","018","8808122993","1010","123811","69828"
"60291.0","013","3428412334","1750","123811","82549"
"60293.0","018","8954785894","1510","123811","46902"
"60292.0","018","1026055820","1510","123811","67671"
"60294.0","013","2292029177","1510","123811","80621"
"60295.0","018","2382208933","1510","123811","44604"
"60296.0","013","4436194763","1010","123811","33621"
"60298.0","001","1711187151","1010","123811","19595"
"60297.0","013","0923711022","1010","123811","04825"
"60299.0","018","1938482626","1010","123811","27072"
"60300.0","018","5119413243","1010","123811","45967"
"60301.0","013","5590533179","1010","123811","27885"
"60302.0","013","2107264296","1510","123811","49419"
"60304.0","001","5303528992","1510","123811","83281"
"60305.0","001","2714033502","1750","123811","25966"
"60303.0","001","1521586617","1510","123811","55595"
"60306.0","013","3459238913","1510","123811","31847"
"60307.0","018","3630254990","1750","123811","02692"
"60308.0","001","6041529241","1510","123811","56577"
"60309.0","013","7933457315","1750","123811","71757"
"60310.0","018","8820058493","1510","123811","97767"
"60311.0","013","5834294707","1510","123811","50628"
"60312.0","001","7493618903","1510","123811","78626"
"60313.0","013","3189598897","1750","123811","07297"
"60314.0","001","2217886586","1510","123811","11931"
"60315.0","001","3931009143","1510","123811","58057"
"60316.0","013","4694975963","1750","123811","60909"
"60317.0","018","3882000711","1750","123811","24412"
"60318.0","013","3886413006","1750","123811","87369"
"60319.0","018","7297971159","1750","123811","30798"
"60320.0","018","2553286276","1010","123811","71197"
"60321.0","001","5602862571","1010","123811","88504"
"60322.0","001","0466167701","1010","123811","36788"
"60323.0","001","7298356505","1010","123811","28584"
"60324.0","018","7690271464","1750","123811","49534"
"60325.0","018","9311139205","1010","123811","73531"
"60326.0","013","4954714552","1750","123811","70084"
"60327.0","001","9899184527","1750","123811","81002"
"60328.0","018","7277747804","1510","123811","41026"
"60330.0","013","2815482301","1750","123811","32333"
"60331.0","013","7280921259","1750","123811","67389"
"60329.0","018","3518376241","1010","123811","77950"
"60332.0","013","2150303177","1010","123811","80981"
"60333.0","001","8142226126","1010","123811","93146"
"60334.0","001","2201578683","1010","123811","84149"
"60335.0","018","9194277445","1750","123811","66272"
"60336.0","001","8488423917","1010","123811","58816"
"60337.0","013","4844238824","1750","123811","88659"
"60338.0","001","5042144781","1010","123811","18168"
"60339.0","018","3084861484","1010","123811","66079"
"60340.0","018","7086376231","1750","123811","36783"
"60341.0","018","9347662141","1010","123811","69699"
"60342.0","001","1386772406","1510","123811","72036"
"60343.0","001","7645140478","1510","123811","76986"
"60344.0","001","8646656551","1010","123811","33431"
"60345.0","018","6093823273","1750","123811","39366"
"60346.0","013","6480371959","1750","123811","25400"
"60347.0","001","0495335981","1010","123811","35105"
"60348.0","013","7346800083","1010","123811","52385"
"60349.0","018","5343677422","1010","123811","27711"
"60350.0","001","7224939969","1750","123811","12424"
"60351.0","018","7340769834","1510","123811","44043"
"60352.0","018","3770534928","1510","123811","89428"
"60353.0","013","2733933304","1750","123811","96293"
"60354.0","018","6121882784","1510","123811","25611"
"60355.0","013","8761082905","1750","123811","55227"
"60356.0","001","0580236304","1750","123811","73534"
"60357.0","018","1479022830","1510","123811","63036"
"60358.0","018","0452775052","1010","123811","84419"
"60359.0","013","5143753852","1010","123811","55690"
"60360.0","001","5388907683","1750","123811","51193"
"60361.0","018","6552598596","1750","123811","06392"
"60362.0","001","7732616632","1510","123811","57754"
"60363.0","018","0699721656","1010","123811","55279"
"60364.0","001","8055648520","1010","123811","52197"
"60365.0","018","8401768409","1510","123811","01536"
"60366.0","001","2573430893","1750","123811","51851"
"60367.0","018","8731579951","1750","123811","82916"
"60368.0","013","7868808082","1010","123811","69183"
"60369.0","001","1538701309","1010","123811","82184"
"60370.0","001","5116784345","1510","123811","32008"
"60371.0","001","5764381128","1010","123811","77661"
"60372.0","001","3057984041","1510","123811","27631"
"60373.0","001","0202060676","1010","123811","45961"
"60374.0","018","7875738925","1750","123811","08970"
"60375.0","018","4896070321","1510","123811","51553"
"60376.0","018","7774880535","1510","123811","21816"
"60377.0","013","6057331460","1510","123811","86737"
"60378.0","018","0601066120","1010","123811","83174"
"60379.0","018","6154508309","1750","123811","82687"
"60380.0","018","6447597894","1750","123811","55438"
"60381.0","018","3764737995","1510","123811","82888"
"60382.0","001","8064464492","1510","123811","99939"
"60383.0","018","5165488095","1750","123811","94640"
"60384.0","001","5941646158","1750","123811","11675"
"60385.0","013","4381752538","1010","123811","95793"
"60386.0","013","1256928447","1750","123811","38611"
"60387.0","001","1204726612","1510","123811","82144"
"60389.0","018","7822207619","1010","123811","50431"
"60388.0","018","6713089507","1510","123811","46301"
"60390.0","013","4517830429","1010","123811","60994"
"60391.0","001","2316318460","1750","123811","26708"
"60392.0","001","3521838784","1010","123811","35213"
"60393.0","013","8466854828","1750","123811","50744"
"60394.0","013","3446204869","1750","123811","02352"
"60396.0","001","6236187845","1510","123811","84615"
"60395.0","001","6034716376","1010","123811","54123"
"60397.0","001","3217368303","1010","123811","78088"
"60398.0","001","5068359120","1750","123811","60945"
"60399.0","013","1598755389","1510","123811","38485"
"60400.0","018","0848038250","1510","123811","21255"
"60401.0","013","8356706999","1510","123811","72937"
"60402.0","013","5246801984","1010","123811","87505"
"60403.0","001","3208366264","1750","123811","66129"
"60404.0","018","4951349732","1510","123811","96063"
"60405.0","001","9300612705","1510","123811","90737"
"60406.0","001","3497895782","1750","123811","49342"
"60407.0","013","9398661557","1010","123811","30404"
"60408.0","013","9030620915","1510","123811","15776"
"60409.0","013","6725768010","1750","123811","10699"
"60410.0","013","2827315744","1750","123811","98435"
"60411.0","013","1012817352","1010","123811","44611"
"60412.0","013","0821965739","1750","123811","00912"
"60413.0","013","7625159339","1750","123811","12275"
"60414.0","013","2723557090","1750","123811","18237"
"60415.0","013","9928603631","1510","123811","00219"
"60416.0","018","0079627417","1750","123811","53511"
"60417.0","013","9829305454","1750","123811","54027"
"60418.0","001","1338743126","1010","123811","85478"
"60419.0","001","5390813308","1510","123811","22713"
"60420.0","013","2286712396","1510","123811","82198"
"60421.0","013","3663805234","1010","123811","95416"
"60422.0","001","5793422346","1510","123811","69930"
"60423.0","018","0448241274","1510","123811","38689"
"60424.0","018","6010066034","1510","123811","06306"
"60426.0","001","9211685035","1750","123811","94543"
"60425.0","013","2272513322","1510","123811","79596"
"60427.0","001","5080310230","1750","123811","59589"
"60428.0","018","5430439956","1510","123811","96455"
"60429.0","018","8816010008","1510","123811","43380"
"60430.0","013","7032112795","1010","123811","77601"
"60431.0","018","1805743853","1510","123811","98555"
"60433.0","018","6051352466","1750","123811","87697"
"60432.0","001","7193041838","1750","123811","64205"
"60434.0","001","6893653104","1750","123811","99528"
"60435.0","013","3870862930","1750","123811","95425"
"60436.0","001","7195242970","1010","123811","61945"
"60437.0","001","2564419834","1510","123811","38674"
"60438.0","018","0474554056","1010","123811","52811"
"60439.0","001","2461831676","1750","123811","90723"
"60440.0","013","2324254937","1750","123811","99235"
"60441.0","013","7593233458","1750","123811","38759"
"60442.0","018","6281205711","1010","123811","16851"
"60443.0","018","9556810454","1010","123811","28964"
"60444.0","001","0733825980","1010","123811","55617"
"60445.0","018","1710391703","1750","123811","57437"
"60446.0","001","2843401040","1510","123811","18959"
"60447.0","001","2899644073","1750","123811","34089"
"60448.0","001","0729897984","1510","123811","18500"
"60449.0","001","4835101286","1750","123811","41528"
"60450.0","001","3128172354","1750","123811","36201"
"60451.0","001","8828009931","1750","123811","42854"
"60452.0","013","3812048020","1750","123811","14134"
"60453.0","018","3494461710","1010","123811","35466"
"60454.0","001","7244906253","1510","123811","77172"
"60455.0","018","4038424614","1750","123811","84869"
"60456.0","013","4649909100","1510","123811","00287"
"60457.0","001","5452815713","1510","123811","81212"
"60458.0","013","7683729225","1750","123811","18033"
"60460.0","018","7021493086","1750","123811","19600"
"60459.0","001","7068614913","1750","123811","90615"
"60461.0","001","4901834438","1010","123811","12832"
"60462.0","018","5681437284","1750","123811","07069"
"60463.0","001","2285809400","1750","123811","21956"
"60464.0","001","9982904348","1510","123811","19291"
"60465.0","013","0488839009","1750","123811","43070"
"60467.0","013","8520976148","1750","123811","80412"
"60468.0","013","4005788467","1010","123811","34155"
"60469.0","013","8322368529","1750","123811","63777"
"60466.0","018","1115650601","1510","123811","30214"
"60470.0","018","6286909622","1010","123811","00725"
"60471.0","013","7951441369","1010","123811","08816"
"60472.0","001","2383218467","1510","123811","51708"
"60473.0","018","8551967622","1010","123811","83378"
"60474.0","018","1598662819","1510","123811","42084"
"60475.0","001","7997665131","1510","123811","87266"
"60476.0","013","5904514332","1750","123811","74405"
"60477.0","001","8382683845","1010","123811","48337"
"60478.0","018","5369459877","1750","123811","14793"
"60479.0","018","2775740087","1010","123811","28721"
"60480.0","018","3554477074","1510","123811","35059"
"60481.0","018","7924123886","1510","123811","70708"
"60482.0","013","0582082419","1010","123811","68891"
"60483.0","013","1779727528","1750","123811","43269"
"60484.0","013","5440762663","1010","123811","99071"
"60485.0","018","9744775266","1510","123811","33541"
"60486.0","013","0909577054","1510","123811","78427"
"60487.0","018","0738779263","1750","123811","57918"
"60488.0","018","7430832088","1010","123811","10412"
"60489.0","001","2905909212","1010","123811","13911"
"60490.0","018","2647348548","1010","123811","94793"
"60491.0","001","2864008572","1750","123811","12755"
"60492.0","018","6181341940","1510","123811","56014"
"60493.0","013","3589841973","1750","123811","30074"
"60495.0","018","7904430983","1010","123811","95463"
"60494.0","001","9584145069","1010","123811","52308"
"60496.0","018","0041910854","1010","123811","86252"
"60497.0","018","4378378062","1750","123811","70048"
"60498.0","018","6269975776","1750","123811","42522"
"60499.0","001","6039363030","1510","123811","87284"
"60501.0","013","4306793717","1510","123811","74484"
"60500.0","013","6813097880","1510","123811","15348"
"60502.0","018","6504617718","1510","123811","49879"
"60503.0","013","5780663284","1750","123811","95436"
"60504.0","018","3655006530","1010","123811","90301"
"60505.0","001","8154522822","1010","123811","08687"
"60506.0","013","3043157766","1750","123811","87013"
"60507.0","018","8783752617","1750","123811","41781"
"60508.0","013","7429774171","1510","123811","37839"
"60509.0","013","4445578545","1510","123811","18253"
"60510.0","018","3954658048","1510","123811","69491"
"60511.0","001","0446073504","1510","123811","31829"
"60513.0","001","5749871411","1010","123811","13453"
"60512.0","013","8103495439","1010","123811","12741"
"60514.0","001","3317141148","1510","123811","10088"
"60516.0","018","6339516547","1010","123811","44162"
"60515.0","018","3405548148","1510","123811","88407"
"60517.0","001","6393957658","1750","123811","59128"
"60518.0","001","7264902037","1010","123811","12443"
"60519.0","013","0013253641","1750","123811","71999"
"60520.0","001","5803993604","1750","123811","82986"
"60522.0","013","8805224196","1010","123811","02699"
"60523.0","001","0633711318","1750","123811","46858"
"60521.0","013","5789675784","1510","123811","78586"
"60524.0","018","8715857731","1010","123811","57146"
"60525.0","001","9842220641","1510","123811","36811"
"60526.0","013","6601999356","1010","123811","43973"
"60527.0","018","3935739355","1750","123811","47114"
"60528.0","013","2989588389","1750","123811","74873"
"60529.0","018","1325380256","1010","123811","28216"
"60530.0","018","0791375958","1510","123811","78299"
"60531.0","013","5060031466","1010","123811","62338"
"60532.0","001","5518924238","1510","123811","62225"
"60533.0","001","1353338104","1010","123811","28963"
"60534.0","013","4506261686","1750","123811","09216"
"60535.0","013","2050543806","1510","123811","74313"
"60536.0","001","0976642325","1750","123811","68474"
"60537.0","001","7289819978","1750","123811","05265"
"60538.0","018","0792766851","1750","123811","09510"
"60540.0","018","3196063544","1750","123811","89795"
"60541.0","001","8518781644","1750","123811","39578"
"60539.0","013","6549622691","1010","123811","90174"
"60542.0","001","8393141548","1750","123811","95120"
"60543.0","013","6907080159","1010","123811","65732"
"60544.0","018","7855716764","1750","123811","73125"
"60545.0","013","4906808634","1510","123811","92755"
"60546.0","018","7660081873","1010","123811","68354"
"60547.0","018","1964353716","1510","123811","40190"
"60548.0","001","7327725034","1510","123811","61503"
"60549.0","001","4956874019","1010","123811","40491"
"60550.0","001","2216772919","1510","123811","98032"
"60552.0","013","8519728939","1510","123811","05260"
"60551.0","013","4705666442","1750","123811","40757"
"60554.0","018","2412920491","1010","123811","96504"
"60555.0","018","1364451705","1510","123811","44346"
"60553.0","001","5541173025","1510","123811","37886"
"60557.0","001","4190079379","1750","123811","62635"
"60556.0","013","8113932184","1010","123811","78739"
"60558.0","013","7736951898","1510","123811","15084"
"60559.0","001","2049072818","1510","123811","88545"
"60561.0","001","5069189655","1010","123811","58623"
"60560.0","013","2284129566","1510","123811","75160"
"60562.0","018","3386215306","1010","123811","97921"
"60563.0","013","1359208244","1510","123811","83565"
"60564.0","013","7902849037","1010","123811","53810"
"60565.0","001","6094280095","1010","123811","61610"
"60566.0","013","1433019429","1010","123811","73666"
"60567.0","001","8775012739","1510","123811","97219"
"60568.0","013","5952064848","1750","123811","03227"
"60569.0","018","8241946318","1010","123811","14015"
"60570.0","018","8740628092","1010","123811","17158"
"60572.0","001","6456845663","1750","123811","70984"
"60571.0","013","0519175704","1010","123811","10717"
"60573.0","001","4356216379","1750","123811","41847"
"60574.0","018","5036964856","1510","123811","14617"
"60575.0","018","6976399171","1750","123811","53212"
"60576.0","001","8947141727","1750","123811","79140"
"60577.0","001","2545830453","1010","123811","68415"
"60578.0","001","7347995013","1010","123811","99159"
"60579.0","018","2817531140","1750","123811","57781"
"60580.0","013","8775609403","1750","123811","24342"
"60581.0","018","0647318875","1750","123811","25246"
"60582.0","013","1622987515","1750","123811","56395"
"60583.0","001","9375515632","1510","123811","38646"
"60584.0","013","4374527305","1750","123811","55134"
"60585.0","013","1944424324","1510","123811","59166"
"60586.0","018","9929831505","1010","123811","53586"
"60587.0","018","9123507018","1750","123811","73959"
"60588.0","013","3564952322","1010","123811","73376"
"60589.0","013","9507741172","1510","123811","74622"
"60590.0","018","3377306781","1010","123811","87652"
"60591.0","001","9680845869","1750","123811","94669"
"60592.0","013","8251143526","1750","123811","16158"
"60593.0","001","7791877122","1510","123811","47184"
"60594.0","018","7977317241","1750","123811","96249"
"60595.0","001","0105832971","1750","123811","33703"
"60596.0","001","0807821757","1750","123811","85169"
"60597.0","013","2659096266","1750","123811","01230"
"60598.0","013","0485062152","1510","123811","30432"
"60599.0","013","3030392352","1510","123811","03013"
"60600.0","013","1772977097","1010","123811","39852"
"60602.0","013","8076485938","1010","123811","23316"
"60601.0","001","7860833320","1010","123811","25691"
"60603.0","013","7953931322","1010","123811","50231"
"60604.0","001","8604626302","1750","123811","77180"
"60605.0","013","5175453659","1010","123811","82255"
"60606.0","018","0440786309","1510","123811","48682"
"60607.0","013","0366806724","1010","123811","67012"
"60608.0","001","9936385732","1010","123811","38922"
"60609.0","018","7370128665","1510","123811","42943"
"60610.0","018","7358830121","1750","123811","92830"
"60611.0","013","8507707105","1750","123811","18290"
"60612.0","013","9922769443","1510","123811","68473"
"60613.0","018","7874306589","1010","123811","45997"
"60614.0","013","5605863405","1510","123811","14292"
"60615.0","018","4187994291","1010","123811","68838"
"60616.0","001","4478782270","1010","123811","29918"
"60617.0","001","7173150326","1750","123811","42968"
"60618.0","018","6317980984","1010","123811","18849"
"60619.0","013","4694517866","1750","123811","96306"
"60620.0","018","6553183279","1750","123811","05280"
"60621.0","018","0155444062","1510","123811","02987"
"60622.0","018","6351778054","1010","123811","88024"
"60623.0","013","8377326081","1010","123811","45038"
"60624.0","018","0515055522","1010","123811","54459"
"60625.0","001","0746706910","1750","123811","95566"
"60626.0","013","3136986507","1750","123811","31458"
"60627.0","013","2498891618","1750","123811","60520"
"60628.0","001","6760286665","1510","123811","70349"
"60629.0","001","6943623618","1010","123811","70240"
"60630.0","018","6294689841","1510","123811","72920"
"60631.0","001","0363574149","1010","123811","14864"
"60632.0","018","4617884716","1750","123811","64853"
"60633.0","001","9540935345","1510","123811","28887"
"60634.0","001","0248026265","1010","123811","85586"
"60635.0","013","0762451366","1010","123811","53063"
"60636.0","001","8443029985","1510","123811","23772"
"60637.0","018","4857574323","1750","123811","38557"
"60638.0","001","3835387309","1510","123811","09732"
"60639.0","013","5337777450","1750","123811","34895"
"60640.0","013","1655101654","1010","123811","64155"
"60641.0","018","2280417494","1510","123811","32619"
"60642.0","001","2060502850","1010","123811","55885"
"60643.0","013","0258893457","1750","123811","36757"
"60644.0","013","7881268277","1010","123811","28512"
"60645.0","013","1982615953","1010","123811","50416"
"60646.0","001","4935242822","1010","123811","89171"
"60647.0","018","5506697672","1010","123811","01347"
"60648.0","018","4826214653","1010","123811","86102"
"60649.0","001","0235129929","1750","123811","19556"
"60650.0","001","7117551695","1510","123811","26422"
"60651.0","018","7419140026","1750","123811","02699"
"60652.0","018","7308638493","1010","123811","92231"
"60653.0","001","1968435892","1750","123811","52077"
"60654.0","018","7657126031","1750","123811","11720"
"60655.0","001","3977529380","1010","123811","92565"
"60656.0","013","2002157936","1010","123811","84072"
"60657.0","001","3175199815","1010","123811","05051"
"60658.0","001","0163898268","1510","123811","19230"
"60659.0","001","0858540038","1750","123811","43537"
"60660.0","018","4244209985","1510","123811","51896"
"60661.0","001","5231265896","1510","123811","37831"
"60662.0","001","5611133111","1010","123811","69038"
"60663.0","001","9913714479","1750","123811","57376"
"60664.0","013","3464955818","1510","123811","11341"
"60665.0","018","2040029825","1510","123811","26287"
"60666.0","013","1676687866","1750","123811","47390"
"60667.0","001","3726492616","1010","123811","99941"
"60668.0","018","7467580903","1750","123811","64853"
"60669.0","018","0235050910","1510","123811","79190"
"60670.0","018","3333804593","1750","123811","21245"
"60671.0","001","6661544426","1010","123811","76753"
"60672.0","013","3621989637","1750","123811","36158"
"60673.0","013","9388482733","1010","123811","52256"
"60674.0","013","9542486083","1750","123811","64441"
"60675.0","018","2288909472","1510","123811","68051"
"60676.0","001","8858735580","1010","123811","18650"
"60677.0","001","1939536879","1510","123811","78962"
"60678.0","013","0645433134","1750","123811","49460"
"60679.0","013","7376942438","1010","123811","51110"
"60680.0","013","9708326287","1010","123811","07433"
"60681.0","018","0285286807","1750","123811","30799"
"60682.0","001","5740708861","1510","123811","42364"
"60683.0","013","2073636934","1750","123811","04253"
"60684.0","001","2328262917","1510","123811","85308"
"60685.0","001","9988012330","1750","123811","31189"
"60686.0","001","4742487552","1510","123811","00061"
"60687.0","001","6250128816","1750","123811","80305"
"60688.0","001","8975410092","1510","123811","87163"
"60689.0","013","7144234551","1010","123811","48222"
"60690.0","013","9151248722","1510","123811","47774"
"60691.0","013","2022569493","1510","123811","14835"
"60692.0","018","2203287941","1010","123811","93132"
"60693.0","001","3737445899","1010","123811","17180"
"60694.0","018","9128541372","1010","123811","64589"
"60695.0","013","5403026938","1510","123811","23125"
"60696.0","013","0093101722","1750","123811","36088"
"60697.0","013","0838949414","1510","123811","22324"
"60698.0","018","8432828655","1510","123811","34208"
"60699.0","018","6576172881","1510","123811","14330"
"60700.0","013","3334908455","1510","123811","32146"
"60701.0","018","0154039618","1750","123811","26052"
"60702.0","013","1629972943","1010","123811","91106"
"60703.0","001","7507667330","1510","123811","13158"
"60704.0","013","6854065958","1510","123811","94814"
"60705.0","013","1355187359","1010","123811","24313"
"60706.0","018","7684858633","1750","123811","93550"
"60707.0","018","4631332597","1010","123811","79272"
"60708.0","013","9971720902","1010","123811","56691"
"60709.0","001","7274112705","1010","123811","84848"
"60710.0","001","4869343996","1750","123811","27396"
"60711.0","018","3744353331","1010","123811","73452"
"60712.0","018","5655320303","1510","123811","11430"
"60713.0","013","6496875100","1010","123811","56789"
"60714.0","001","7027681852","1750","123811","21757"
"60715.0","018","0751498716","1010","123811","27749"
"60716.0","013","1390786456","1750","123811","50860"
"60717.0","018","2303697300","1750","123811","05792"
"60718.0","001","1004955055","1510","123811","42949"
"60719.0","001","3517271195","1510","123811","67999"
"60720.0","013","2511834705","1510","123811","68290"
"60721.0","013","2380860547","1010","123811","55219"
"60722.0","001","2277362377","1510","123811","89004"
"60723.0","001","9938599038","1750","123811","49546"
"60724.0","018","1869114247","1010","123811","39125"
"60725.0","018","2527330226","1750","123811","44442"
"60726.0","013","8314351005","1750","123811","91041"
"60727.0","013","7448051838","1510","123811","92874"
"60728.0","001","5347039940","1750","123811","51905"
"60729.0","013","7195832652","1510","123811","21635"
"60730.0","013","0982667523","1750","123811","84132"
"60731.0","001","9814100065","1750","123811","97572"
"60732.0","018","9348890867","1010","123811","56255"
"60733.0","018","8110095726","1010","123811","03395"
"60734.0","001","1774216244","1750","123811","37375"
"60735.0","018","0183640801","1750","123811","43723"
"60736.0","001","2393997935","1510","123811","49895"
"60737.0","001","1812104253","1510","123811","00114"
"60738.0","013","0906745788","1510","123811","03993"
"60739.0","013","0679038369","1510","123811","48080"
"60740.0","018","4100414352","1510","123811","40662"
"60741.0","013","6714675101","1510","123811","17701"
"60742.0","018","4919923320","1750","123811","09039"
"60743.0","001","2792976315","1510","123811","92400"
"60744.0","013","3931372955","1510","123811","30806"
"60745.0","001","0968134213","1750","123811","92306"
"60746.0","013","9468850438","1510","123811","33383"
"60747.0","013","6172493715","1750","123811","63231"
"60748.0","018","7848539782","1750","123811","14401"
"60749.0","001","6229106024","1750","123811","01129"
"60750.0","013","0724159114","1750","123811","32746"
"60751.0","001","9925096128","1750","123811","60090"
"60752.0","018","1806965128","1750","123811","85001"
"60753.0","013","3588953660","1750","123811","34903"
"60754.0","013","7575434804","1750","123811","74902"
"60755.0","001","2682611584","1510","123811","94418"
"60756.0","018","4619540521","1750","123811","85758"
"60757.0","001","6109285587","1510","123811","41661"
"60758.0","018","0858482641","1010","123811","31286"
"60759.0","001","5583023401","1010","123811","85308"
"60760.0","001","5440506846","1510","123811","96852"
"60761.0","018","2257116200","1750","123811","58646"
"60762.0","018","1899502066","1510","123811","59735"
"60763.0","001","9166127520","1510","123811","20253"
"60764.0","001","6312447820","1750","123811","66120"
"60765.0","013","0251728045","1510","123811","70862"
"60766.0","018","3447897419","1010","123811","06687"
"60767.0","001","0953755139","1750","123811","36443"
"60768.0","013","2687154836","1510","123811","76166"
"60769.0","001","0448234929","1750","123811","03782"
"60770.0","001","8737511841","1510","123811","76197"
"60771.0","018","1359040202","1750","123811","98375"
"60772.0","001","8994336667","1510","123811","74961"
"60773.0","018","2662522687","1010","123811","28622"
"60774.0","001","7925936940","1750","123811","04352"
"60775.0","018","0377377840","1510","123811","46446"
"60776.0","013","4328844670","1510","123811","43623"
"60777.0","001","9010355157","1010","123811","57826"
"60778.0","018","5611503709","1510","123811","53189"
"60779.0","013","4557471660","1750","123811","64326"
"60780.0","018","0234075338","1750","123811","43112"
"60781.0","001","9084822975","1510","123811","74317"
"60782.0","013","2847425709","1010","123811","03513"
"60783.0","013","0129535579","1010","123811","78910"
"60784.0","018","5782865724","1750","123811","97627"
"60785.0","018","8140707391","1010","123811","65924"
"60786.0","013","9890272404","1750","123811","71463"
"60787.0","018","4719436078","1010","123811","31142"
"60788.0","001","7119021184","1510","123811","01621"
"60789.0","013","7288696808","1010","123811","79906"
"60790.0","001","4601812520","1010","123811","45495"
"60791.0","001","5751134947","1510","123811","65125"
"60792.0","001","8689011445","1510","123811","77598"
"60793.0","018","4823090651","1510","123811","59690"
"60794.0","001","6923584251","1750","123811","52995"
"60795.0","013","6994330504","1010","123811","65154"
"60796.0","013","6353727073","1510","123811","60376"
"60797.0","013","4456216495","1510","123811","28706"
"60798.0","013","0015469350","1510","123811","58928"
"60799.0","001","8323734336","1010","123811","63730"
"60800.0","013","8290572074","1750","123811","56934"
"60801.0","013","7800294064","1750","123811","98515"
"60802.0","001","6869710363","1010","123811","36254"
"60803.0","018","4051272103","1510","123811","55816"
"60804.0","013","6746480477","1010","123811","92462"
"60805.0","018","9261610317","1010","123811","72294"
"60806.0","001","7182218381","1010","123811","38980"
"60807.0","001","1542728650","1510","123811","23522"
"60808.0","001","4045306813","1010","123811","34341"
"60809.0","001","5527499844","1010","123811","93633"
"60810.0","018","6004362849","1010","123811","36099"
"60811.0","018","4472467759","1510","123811","31064"
"60812.0","013","3687272342","1750","123811","81613"
"60813.0","018","7017864719","1750","123811","86408"
"60814.0","001","5929912833","1010","123811","16541"
"60815.0","013","5161888366","1750","123811","58919"
"60816.0","018","2685423615","1010","123811","90948"
"60817.0","018","8789872944","1010","123811","33559"
"60818.0","018","6461310601","1510","123811","46795"
"60819.0","013","3529179027","1010","123811","86723"
"60820.0","013","3942049482","1750","123811","42244"
"60821.0","018","7002461544","1510","123811","39620"
"60822.0","018","8553609426","1510","123811","66000"
"60823.0","001","7417198406","1750","123811","38627"
"60824.0","018","7832778403","1750","123811","89130"
"60825.0","001","8836734294","1750","123811","53787"
"60826.0","018","6128364880","1010","123811","66838"
"60827.0","018","3897719302","1010","123811","79887"
"60828.0","018","0191567064","1510","123811","13917"
"60829.0","018","0519487359","1010","123811","23130"
"60830.0","013","2845725881","1750","123811","05275"
"60831.0","013","0091837098","1750","123811","88588"
"60832.0","001","5873355751","1510","123811","73843"
"60833.0","018","3781100103","1750","123811","96884"
"60834.0","013","9993357690","1750","123811","13968"
"60835.0","001","9895190019","1750","123811","59344"
"60836.0","013","1680435480","1010","123811","32667"
"60837.0","018","7519827576","1750","123811","75658"
"60838.0","001","4232372974","1750","123811","56710"
"60839.0","018","0970105151","1510","123811","47145"
"60840.0","001","6593731093","1750","123811","31386"
"60841.0","013","7931795535","1010","123811","00875"
"60842.0","013","4902656468","1750","123811","48237"
"60843.0","018","0316131947","1010","123811","31471"
"60844.0","018","5975517747","1750","123811","84732"
"60845.0","013","6648392698","1750","123811","34485"
"60846.0","001","1011161883","1010","123811","93763"
"60847.0","001","2246895369","1010","123811","38417"
"60848.0","013","2063604932","1510","123811","11441"
"60849.0","018","1392218596","1750","123811","76141"
"60850.0","001","8536585227","1510","123811","80206"
"60851.0","001","7376591479","1010","123811","28933"
"60852.0","018","6234550511","1510","123811","12984"
"60853.0","001","6440963263","1510","123811","95553"
"60854.0","018","8869718843","1750","123811","17487"
"60855.0","013","0143674764","1010","123811","25778"
